Beat_Interval,Systolic,Diastolic
0.792,153.98,80.173
0.8,161.43,88.197
0.792,156.02,82.633
0.792,161.94,85.038
0.8,163.06,80.226
0.768,153.21,84.986
0.784,157.21,84.508
0.808,180,84.031
0.784,161.48,83.165
0.792,159.32,82.227
0.808,150.82,76.837
0.792,156.78,80.64
0.8,158.9,81.995
0.808,160.13,78.123
0.776,153.55,78.241
0.616,155.87,88.087
0.8,162.98,80.988
0.848,148.06,75.607
0.864,151,76.66
0.864,154.16,79.708
0.864,155.74,79.708
0.864,157.61,80.997
0.872,157.15,74.082
0.84,146.85,74.487
0.856,156.43,81.52
0.856,157.68,81.581
0.856,157.54,81.876
0.864,158.91,81.994
0.848,152.66,75.367
0.848,146.59,75.722
0.864,152.1,77.774
0.832,150.04,78.48
0.848,155.27,81.174
0.848,159.55,83.694
0.848,161.71,83.049
0.848,161.3,79.647
0.832,156.36,80.531
0.848,159.15,81.64
0.864,151.88,77.189
0.864,154.39,79.004
0.872,156.17,79.595
0.872,156.9,74.725
0.84,149.41,75.542
0.872,148.46,74.73
0.864,153.05,78.77
0.864,157.79,81.701
0.872,158.86,80.885
0.864,159.66,82.585
0.872,159.23,74.668
0.84,147.93,75.011
0.88,148.7,75.317
0.864,154.04,78.418
0.872,158.17,80.18
0.872,157.31,80.24
0.848,151.1,73.96
0.84,145.19,74.495
0.872,149.01,74.671
0.872,152.54,77.484
0.872,154.66,78.246
0.872,156.56,73.906
0.832,146.84,74.954
0.872,148.47,75.727
0.856,154.52,80.003
0.872,157.27,81.173
0.864,159.02,82.23
0.864,160.08,77.597
0.808,162.75,82.113
0.792,161.72,83.569
0.8,162.29,83.161
0.808,162.05,84.633
0.8,163.24,84.157
0.808,162.36,82.511
0.792,160.2,83.507
0.816,165.57,84.985
0.808,163.68,83.222
0.8,160.08,82.466
0.808,158.66,80.757
0.816,160.7,81.646
0.8,161.42,82.633
0.816,160.95,83.283
0.808,161,81.524
0.808,160.66,82.812
0.816,161.25,83.339
0.808,159.76,80.643
0.808,155,80.235
0.808,158.37,82.282
0.808,160.45,82.875
0.808,161.78,82.402
0.816,170.97,92.016
0.816,169.12,88.552
0.792,164.75,90.841
0.824,166.91,90.376
0.816,170.37,93.19
0.816,170.38,93.249
0.816,170.57,89.441
0.832,171.37,89.676
0.8,166.51,90.436
0.832,165.85,90.076
0.832,169.52,92.015
0.832,167.76,90.555
0.824,169.1,89.784
0.8,164.15,89.198
0.824,168,89.841
0.8,165.23,91.015
0.832,168.06,90.606
0.824,173.33,93.072
0.816,173.67,93.476
0.824,175.47,92.836
0.816,172.71,90.955
0.816,169.9,87.965
0.824,165.55,89.673
0.816,170.52,94.361
0.824,171.72,93.424
0.84,167.86,90.316
0.832,171.08,92.306
0.816,164.24,90.377
0.832,168.62,92.488
0.824,171.59,92.949
0.84,172.57,93.658
0.84,172.62,89.846
0.808,167.7,90.488
0.856,167.83,89.613
0.84,171.38,92.193
0.84,171.5,88.382
0.816,164.81,89.969
0.84,167.59,89.728
0.832,170.28,92.781
0.824,170.6,92.83
0.832,170.95,88.962
0.8,166.65,91.254
0.84,168.75,91.375
0.624,164.84,96.879
0.84,168.51,82.877
0.824,166.26,87.738
0.848,167.84,78.187
0.84,160.81,80.47
0.848,170.55,81.82
0.824,157.46,78.244
0.84,155.32,78.712
0.856,170.19,79.003
0.84,171.62,79.473
0.84,172.56,77.771
0.76,160.42,83.462
0.912,159.08,75.431
0.848,164.95,84.215
0.824,162.01,79.822
0.784,166.07,84.283
0.904,170.83,76.895
0.84,158.84,82.405
0.848,170.31,87.684
0.856,173.39,77.772
0.824,157.26,78.122
0.784,173.26,83.744
0.768,164.98,82.348
0.76,160.27,81.584
0.776,166.42,85.157
0.776,168.68,89.133
0.784,173.53,91.95
0.808,172.67,80.415
0.76,159.15,80.295
0.8,168.51,88.496
0.8,172.18,89.727
0.816,173.49,79.408
0.768,156.98,80.335
0.8,155.49,79.822
0.792,165.92,85.269
0.8,169.69,87.496
0.568,171.74,78.328
0.744,167.86,86.568
0.752,176.75,90.077
0.752,177.47,89.435
0.752,176.02,88.732
0.76,174.58,81.454
0.736,164.77,82.524
0.752,161.55,81.341
0.752,171.35,86.379
0.752,162.59,81.266
0.744,172.46,86.384
0.752,171.35,84.322
0.736,165.38,82.328
0.744,162.65,80.758
0.744,169.92,88.257
0.744,175.49,91.067
0.744,177.4,88.365
0.744,178.7,85.217
0.744,173.37,80.749
0.728,164.41,80.751
0.736,167.07,77.841
0.752,169.5,86.37
0.752,172.71,81.586
0.728,164.99,82.811
0.744,161.51,81.876
0.72,180.66,92.837
0.72,182.89,85.973
0.704,168.63,85.62
0.712,166.34,84.627
0.728,173.77,90.316
0.72,174.39,92.013
0.72,176.52,92.541
0.736,175.02,82.521
0.704,161.87,82.231
0.736,173.19,81.935
0.696,160.06,81.117
0.72,163.33,86.92
0.72,173.33,91.078
0.72,172.55,90.961
0.744,170.68,81.513
0.696,160.31,82.979
0.704,157.6,81.348
0.72,171.51,87.425
0.712,161.37,82.866
0.704,157.89,80.934
0.72,165.08,88.496
0.712,169.53,92.544
0.728,170.65,90.319
0.72,168.77,87.731
0.72,166.1,81.815
0.704,158.43,80.759
0.68,150.85,79.589
0.728,163.09,70.259
0.688,145.3,69.739
0.696,141.51,69.918
0.696,153.62,75.884
0.704,157.41,78.525
0.712,158.22,80.635
0.704,156.43,78.297
0.712,158.5,77.887
0.72,160.72,70.678
0.68,144.98,69.68
0.688,150.24,74.611
0.704,159.19,79.183
0.696,163.46,83.562
0.728,167.91,72.378
0.688,153.04,76.162
0.696,159.61,80.739
0.696,162.94,82.272
0.72,163.51,72.424
0.68,144.77,70.38
0.688,153.22,73.838
0.728,156.32,68.442
0.736,190.41,76.657
0.712,172.43,76.711
0.712,172.26,76.363
0.704,183.59,88.671
0.736,187.44,77.764
0.712,175.7,77.249
0.704,170.02,76.128
0.712,184.04,85.858
0.632,182.49,83.982
0.728,192.91,74.948
0.696,163.27,74.717
0.696,177.21,79.355
0.728,185.33,85.446
0.704,177.3,78.645
0.704,171.27,79.059
0.696,183.24,87.265
0.72,188.62,79.105
0.704,173.21,78.824
0.712,182.28,81.224
0.72,187.91,83.807
0.736,186.48,78.649
0.704,174.32,79.111
0.712,171.26,77.773
0.72,185.97,86.855
0.672,184.58,83.402
0.712,185.03,84.983
0.728,188.37,86.143
0.728,191.57,88.025
0.76,193.19,81.107
0.712,174.8,76.484
0.648,167.81,75.423
0.784,179.57,85.866
0.72,189.91,86.79
0.72,167.66,75.423
0.728,184.52,85.446
0.744,189.82,86.616
0.768,191.65,73.956
0.72,171.33,73.127
0.736,170.62,77.588
0.736,184.06,86.386
0.736,188.74,84.748
0.744,190.82,85.021
0.696,185.66,87.255
0.72,185.29,82.388
0.68,170.15,77.651
0.664,163.75,75.428
0.704,173.18,81.938
0.688,179.44,83.985
0.728,184.71,78.048
0.68,168.03,76.19
0.672,161.76,74.021
0.672,164.55,76.413
0.672,161.33,76.537
0.688,175.19,82.513
0.688,177.66,87.847
0.68,173.62,77.834
0.664,163.93,76.889
0.68,171.13,81.109
0.688,178.76,87.561
0.696,171.01,82.158
0.704,180.98,86.803
0.712,181.63,81.912
0.688,172.45,80.224
0.68,166.99,79.231
0.704,176.46,82.52
0.704,180.47,84.4
0.704,181.41,83.337
0.68,172.03,80.289
0.648,168.98,73.821
0.624,171.46,79.333
0.616,174.05,79.814
0.68,177.04,82.033
0.664,178.62,79.68
0.648,180.35,80.983
0.64,168.74,75.746
0.64,174.01,79.229
0.608,192.19,85.239
0.72,184.5,76.891
0.664,178.71,86.897
0.664,187.24,86.274
0.696,182.14,79.345
0.624,169.99,78.479
0.688,173.18,78.375
0.608,175.56,84.083
0.72,182.19,84.768
0.584,172.59,78.186
0.704,169.23,75.409
0.664,175.04,82.281
0.664,181.17,83.135
0.656,171.69,79.167
0.656,167.17,76.51
0.648,175.11,81.1
0.656,177.01,77.764
0.56,166.78,84.97
0.72,157.14,73.023
0.648,181.32,83.75
0.584,176.23,78.415
0.56,172.83,79.631
0.576,172.05,81.346
0.544,171.63,79.474
0.592,167.95,78.307
0.568,176.28,83.104
0.576,179.99,85.655
0.56,178.53,85.039
0.568,184.66,83.002
0.584,163.48,73.884
0.584,170.25,76.873
0.584,169.9,75.939
0.576,166.86,75.177
0.576,161.7,74.595
0.584,171.91,77.152
0.584,170.49,85.304
0.584,171.13,76.165
0.576,162.07,75.583
0.576,172.41,78.532
0.584,175.2,76.007
0.68,143.76,61.881
0.68,141.75,62.653
0.68,143.51,62.236
0.68,146.65,62.874
0.68,145.45,63.474
0.68,145.87,62.291
0.664,143.71,62.822
0.68,145.41,61.654
0.672,143.23,62.477
0.68,142.65,60.702
0.68,147.24,62.233
0.68,144.01,62.181
0.672,144.86,62.698
0.68,144.57,63.174
0.672,146.66,61.408
0.672,146.07,63.167
0.68,145.24,62.36
0.664,142.84,62.177
0.68,143.85,62.067
0.672,147.47,63.17
0.68,144.94,63.357
0.672,146.38,63.474
0.68,145.12,61.826
0.68,143.49,62.77
0.664,140.94,61.654
0.672,145.93,61.771
0.656,144.47,61.422
0.672,145.48,61.298
0.672,150,62.584
0.672,148.32,62.342
0.672,148.57,61.65
0.68,150.72,63.354
0.664,148.28,63.517
0.656,142.71,64.107
0.664,149.73,62.818
0.608,143.74,66.152
0.6,142.78,64.875
0.624,150.87,65.559
0.64,156.18,67.858
0.64,157.54,68.096
0.648,158.72,68.276
0.64,155.9,68.268
0.632,153.97,66.748
0.664,154.06,67.214
0.648,153.06,65.978
0.656,148.66,64.876
0.672,152.04,64.632
0.672,153.62,63.232
0.672,151.16,63.749
0.664,152.09,65.928
0.672,152.92,64.324
0.672,154.07,65.167
0.672,153.48,63.005
0.624,146.97,53.275
0.656,144.39,54.28
0.648,154.42,56.608
0.64,155.96,57.964
0.656,156.61,58.246
0.656,153.11,54.968
0.64,146.48,55.147
0.64,153.91,56.792
0.648,158.96,63.528
0.632,158.44,70.089
0.64,169.38,73.129
0.632,170.39,73.379
0.648,169.47,70.843
0.6,162.17,71.035
0.656,166.69,72.207
0.64,169.36,72.84
0.64,171.9,71.668
0.64,164.29,72.492
0.632,159.58,69.968
0.576,176.75,85.61
0.656,190.41,82.625
0.632,171.16,81.233
0.64,177.3,78.408
0.624,165.74,77.365
0.632,176.66,79.526
0.64,175.62,81.644
0.632,175.13,82.933
0.632,176.64,80.522
0.632,178.44,80.104
0.648,181.9,80.003
0.624,171.53,79.354
0.64,176.87,79.815
0.64,179.21,81.233
0.632,177.49,80.233
0.64,178.48,79.061
0.624,171.23,79.521
0.632,176.4,79.76
0.64,177.56,81.171
0.64,177.08,79.299
0.616,177.52,81.171
0.656,177.82,80.003
0.632,170.4,78.654
0.624,177.56,79.408
0.64,178.47,81.233
0.648,175.83,79.823
0.64,174.27,78.994
0.624,167.67,78.42
0.64,171.98,77.119
0.64,169.52,76.817
0.64,170.96,77.81
0.632,164.33,75.251
0.64,173.89,76.005
0.632,170.8,78.357
0.64,173.47,76.126
0.648,171.61,74.962
0.552,164.71,77.863
0.664,159.67,70.739
0.696,181.23,74.428
0.648,167.59,73.547
0.664,172.81,71.844
0.648,163.45,72.09
0.632,167.56,73.497
0.696,171.47,74.421
0.664,170.91,73.896
0.664,171.29,73.192
0.664,172.89,75.244
0.664,170.36,74.716
0.664,172.38,73.431
0.648,165.35,72.25
0.672,169.31,72.899
0.664,173.44,73.548
0.664,171.27,75.255
0.664,171.23,75.897
0.664,172.9,77.541
0.656,172.97,73.716
0.656,169.17,72.728
0.64,166.55,72.723
0.656,168.52,72.383
0.648,171.85,73.656
0.656,169.4,71.558
0.648,167.77,73.43
0.64,162.12,70.851
0.536,173.09,82.927
0.648,165.96,70.206
0.656,168.74,71.324
0.648,170.64,72.547
0.648,168.23,73.129
0.656,169.51,71.086
0.648,164.42,71.093
0.648,167.02,70.503
0.648,170.88,71.965
0.648,169.11,71.199
0.656,169.2,69.035
0.672,174.55,68.336
0.64,156.31,65.224
0.648,159.79,65.799
0.648,153.04,65.111
0.648,165.51,68.448
0.64,161.57,69.382
0.648,165.32,69.796
0.648,163.94,69.218
0.632,162.84,70.667
0.632,158.5,69.03
0.64,164.03,67.69
0.624,163.75,67.384
0.632,160.63,66.807
0.632,162.39,67.092
0.64,160.01,66.983
0.632,159.6,69.378
0.64,160.72,66.983
0.64,158.92,66.396
0.64,154.38,64.99
0.632,155.66,64.562
0.64,151.13,63.821
0.632,152.34,63.817
0.632,150.94,63.767
0.624,151.04,63.629
0.632,151.13,65.802
0.648,153.31,63.001
0.632,148.46,62.168
0.632,146.32,61.996
0.624,120.26,58.742
0.64,117.65,56.607
0.616,110.63,57.96
0.624,117.14,58.013
0.632,118.91,57.326
0.616,111.77,59.683
0.616,118.23,58.599
0.624,120.07,59.143
0.632,117.77,57.193
0.632,114.79,58.117
0.616,114.69,57.671
0.616,109.17,58.013
0.624,118.56,57.724
0.64,118.88,56.803
0.616,110.54,56.348
0.608,112.67,57.667
0.616,119.56,58.895
0.624,121.52,58.603
0.608,116.5,60.56
0.608,123.41,58.542
0.608,119.67,60.154
0.608,118.62,59.68
0.608,124.71,60.531
0.616,123.5,58.655
0.384,114.86,59.321
0.616,124.81,57.845
0.4,118.04,59.716
0.608,135.31,65.517
0.624,137.49,65.783
0.624,135.95,63.735
0.616,130.61,63.933
0.608,133.76,65.349
0.616,138.01,65.828
0.624,135.63,63.42
0.608,130.02,65.569
0.624,138.03,65.678
0.624,137,64.46
0.616,130.21,63.581
0.616,139.16,66.256
0.616,138.52,66.505
0.616,136.18,63.811
0.616,141.35,66.658
0.608,136.11,66.354
0.6,135.27,65.959
0.616,138.89,66.812
0.608,136.07,66.252
0.608,136.2,65.673
0.576,161.74,76.894
0.576,155.33,79.457
0.56,158.78,78.945
0.592,160.5,76.031
0.56,155.23,79.425
0.576,160.64,80.003
0.576,160.29,77.718
0.568,157.67,79.837
0.576,161.38,79.845
0.576,160.11,80.671
0.568,159.33,79.742
0.576,163.74,78.442
0.568,158.21,79.438
0.576,163.93,76.741
0.584,160.5,78.988
0.584,160.04,79.391
0.576,157.85,78.285
0.584,162.97,76.94
0.592,157.62,79.458
0.576,159.38,78.875
0.592,163.29,75.753
0.584,155.76,79.138
0.6,161.21,78.97
0.6,163.2,74.297
0.568,155.14,79.442
0.6,159.15,79.458
0.576,161.38,74.877
0.6,157.58,77.254
0.568,156.35,77.162
0.608,160.76,75.316
0.568,154.93,79.461
0.584,159.52,74.678
0.624,153.85,70.458
0.624,156.84,71.536
0.616,156.05,71.28
0.624,154.88,69.903
0.616,153.87,71.968
0.608,155.85,72.083
0.616,155.94,70.694
0.608,151.73,69.822
0.624,164.67,76.42
0.632,164.32,76.629
0.624,164.74,75.301
0.624,162.11,73.486
0.616,165.31,76.615
0.632,168.12,77.303
0.632,166.22,76.624
0.624,164.12,76.166
0.624,163.87,76.305
0.624,165.15,75.65
0.616,160.63,74.853
0.616,162.8,76.42
0.624,164.8,77.394
0.624,163.43,74.452
0.616,161.3,76.311
0.632,162.45,72.506
0.616,161.86,75.98
0.632,166.78,76.04
0.624,166.8,77.624
0.64,164.77,73.145
0.624,165.19,76.176
0.624,167.49,77.729
0.632,168.32,77.99
0.616,166.35,77.581
0.624,166.75,75.387
0.696,182.14,103.3
0.728,181.3,102.38
0.712,181.69,103.1
0.712,182.29,103.45
0.72,181.93,103.15
0.704,182.3,103.93
0.736,182.7,103.3
0.712,182.59,103.82
0.656,182.1,102.63
0.712,181.79,103.83
0.712,181.82,103.93
0.72,181.93,103.59
0.712,181.74,103.49
0.72,181.12,103.26
0.712,181,103.59
0.72,181.28,103.11
0.712,180.82,103.1
0.72,180.96,102.66
0.712,180.78,102.86
0.728,180.55,102.99
0.704,181.84,103.78
0.72,182.9,103.49
0.72,182.4,103.34
0.72,181.51,102.89
0.712,185.39,88.978
0.68,168.79,86.353
0.736,162.32,77.213
0.728,164.66,77.363
0.72,163.9,77.181
0.728,162.07,76.838
0.72,162.43,76.715
0.72,162.29,77.643
0.728,163.73,77.126
0.728,164.51,77.073
0.72,162.64,76.829
0.72,162.92,76.881
0.728,163.77,76.663
0.72,163.01,76.536
0.728,161.44,76.305
0.72,162.01,76.474
0.728,161.8,77.132
0.72,163.85,76.595
0.72,163.51,76.415
0.728,161.79,76.191
0.72,161.82,76.364
0.72,162.25,76.357
0.728,161.04,76.194
0.72,161.66,76.774
0.72,162.12,76.654
0.728,163.19,76.428
0.72,161.83,76.246
0.72,161.27,76.243
0.728,161.26,76.308
0.728,161.25,76.188
0.72,161.15,76.239
0.728,160.69,77.249
0.72,163.83,76.302
0.728,162.14,76.37
0.72,161.15,76.009
0.728,161.62,76.252
0.72,160.54,77.07
0.76,154.31,75.603
0.752,156.46,73.196
0.76,155.98,73.378
0.776,153.17,74.551
0.76,153.1,73.38
0.728,153.14,75
0.784,157.47,72.947
0.752,154.89,73.076
0.76,155.9,73.602
0.768,154.96,72.173
0.76,153.93,73.703
0.76,151.79,73.322
0.76,153.83,74.715
0.768,156.1,73.434
0.736,154.45,73.785
0.776,153.12,72.38
0.752,154,73.141
0.704,152.5,69.625
0.8,149.67,72.083
0.784,153.98,71.824
0.768,151.73,73.847
0.76,152.76,74.433
0.768,154.32,73.61
0.768,154.62,73.615
0.76,152.42,72.478
0.768,155.44,74.013
0.76,151.04,73.488
0.768,155.83,74.606
0.744,154.56,74.608
0.792,154.59,73.316
0.744,154.55,73.305
0.776,154.41,74.58
0.76,155.21,73.668
0.752,155.32,73.364
0.784,153.83,73.367
0.744,154.63,72.666
0.792,152.63,72.788
0.76,152.63,72.896
0.76,153.34,74.72
0.76,155.17,73.711
0.752,154.47,75.485
0.768,151.9,73.434
0.768,154.11,73.37
0.808,143.13,69.626
0.8,145.07,68.92
0.8,143.55,68.634
0.8,142.44,68.866
0.8,143.4,68.923
0.8,144.75,68.808
0.8,142.81,68.223
0.792,142.5,68.165
0.8,141.76,69.04
0.8,144.57,68.275
0.808,143.31,68.749
0.784,142.26,68.685
0.816,142.7,69.278
0.8,144.8,68.512
0.792,143.03,68.275
0.8,143.64,68.15
0.664,144.51,60.679
0.8,143.16,67.342
0.808,141.12,68.268
0.792,140.07,66.866
0.808,141.9,66.518
0.776,140.13,67.512
0.816,140.36,68.044
0.848,160.42,82.641
0.856,161.62,81.998
0.856,161.24,81.41
0.848,160.27,81.349
0.848,160.31,83.401
0.864,161.67,81.588
0.848,160.73,81.467
0.848,160.51,81.701
0.864,160.31,83.933
0.848,163.52,81.7
0.856,160.65,81.176
0.848,159.79,81.877
0.856,161.07,81.818
0.856,160.69,80.941
0.864,160.06,81.295
0.84,158.89,82.349
0.864,160.33,81.527
0.856,160.7,81.236
0.848,160.5,81.061
0.848,160.02,82.995
0.848,162.29,81.7
0.792,157.31,80.162
0.816,159,80.974
0.816,160.52,79.693
0.792,159.85,80.646
0.816,157.93,79.513
0.824,158.78,81.815
0.776,159.21,81.045
0.84,158.77,79.991
0.816,159.09,80.53
0.8,157.38,80.406
0.808,157.72,81.696
0.808,159.22,80.934
0.808,159.06,80.7
0.808,157.81,80.469
0.808,157.87,82.288
0.808,159.59,81.116
0.808,159.45,82.224
0.808,159.24,81.231
0.8,159.52,81.109
0.808,158.52,82.054
0.808,159.81,81.409
0.8,159.92,81.051
0.808,157.31,80.884
0.8,158.21,82.462
0.832,153.89,77.477
0.832,154.66,79.355
0.84,155.7,76.894
0.84,156.04,77.307
0.832,154.55,78.538
0.832,155.14,78.121
0.848,154.97,77.484
0.848,155.28,76.782
0.816,153.31,77.48
0.872,152.88,77.708
0.84,155.01,76.599
0.856,154.64,76.653
0.824,153.01,76.364
0.832,154.13,77.399
0.848,151.51,75.725
0.856,152.02,77.717
0.856,153.41,75.901
0.848,152.63,75.833
0.856,151.73,76.606
0.848,152.46,76.372
0.848,153.1,75.953
0.712,152.29,77.59
0.704,153.81,77.18
0.704,152.5,76.294
0.704,151.73,76.363
0.712,152.62,78.714
0.704,153.73,76.887
0.704,152.29,76.477
0.704,151.26,76.301
0.704,152.25,76.6
0.704,151.55,76.19
0.704,150.87,77.362
0.704,152.81,77.297
0.704,152.69,76.711
0.704,151.11,75.946
0.704,150.31,76.828
0.712,152.17,77.6
0.704,152.28,76.6
0.704,153.01,76.656
0.704,151.57,76.005
0.704,150.59,75.829
0.704,150.17,77.705
0.712,152.99,76.897
0.704,151.5,76.604
0.704,150.7,75.779
0.704,150.22,77.249
0.704,152.19,76.887
0.696,166.83,88.01
0.704,166.26,86.883
0.688,165.39,86.444
0.688,165.95,87.185
0.704,166.22,88.732
0.712,167.54,87.285
0.68,165.95,86.341
0.704,164.99,86.245
0.68,165.31,88.484
0.696,164.25,87.785
0.704,166.06,87.437
0.696,165.18,86.613
0.696,163.78,86.203
0.696,163.87,86.737
0.696,164.98,88.84
0.704,165.75,87.086
0.696,164.29,86.854
0.696,163.64,85.982
0.696,164.37,86.913
0.688,163.75,86.899
0.704,164.09,88.202
0.696,165.86,88.061
0.704,165.83,87.499
0.688,164.3,87.085
0.688,164.57,87.795
0.712,165.66,89.089
0.68,166.88,86.711
0.704,165.72,86.004
0.68,156.65,71.783
0.624,158.31,70.503
0.624,155.03,69.787
0.632,157.16,69.818
0.608,157.36,71.603
0.648,160.05,70.374
0.6,160.56,69.863
0.648,156.01,69.957
0.632,156.62,71.66
0.632,157.61,72.601
0.632,157.83,74.313
0.632,159.6,74.247
0.632,160.23,73.183
0.632,159.25,72.136
0.64,158.48,73.434
0.64,160.01,73.715
0.624,159.6,72.78
0.632,157.66,72.25
0.728,146.97,75.158
0.736,148.93,74.765
0.736,145.38,74.671
0.744,146.63,71.496
0.736,144.82,74.915
0.728,147.96,73.4
0.736,145.31,74.275
0.744,148.08,73.106
0.736,140.45,66.225
0.728,144.22,66.454
0.744,138.68,67.745
0.736,138.42,68.518
0.736,139.12,68.663
0.736,139.95,68.375
0.744,138.69,69.259
0.728,160.48,81.169
0.712,159.45,82.685
0.736,153.87,79.658
0.728,153.82,79.749
0.72,152.37,81.706
0.728,156.2,74.873
0.768,157.19,73.739
0.752,141.8,66.621
0.72,136.95,69.785
0.728,142.39,69.595
0.752,146.35,67.276
0.736,145.55,68.233
0.72,140.52,69.101
0.728,140.96,70.962
0.728,143.97,71.397
0.728,145.6,73.509
0.736,129.11,62.567
0.728,128.35,61.079
0.744,127.08,60.562
0.736,126.59,59.041
0.744,125.68,60.565
0.736,130.36,60.218
0.744,128.12,59.288
0.752,128.09,61.004
0.752,133.27,56.355
0.76,132.68,55.971
0.752,133.6,55.29
0.744,131.79,57.57
0.752,134.31,56.361
0.752,131.56,56.303
0.76,131.87,57.041
0.736,130.48,55.618
0.768,157.6,77.403
0.776,157.15,77.842
0.776,159.55,76.732
0.76,153.66,78.872
0.776,156.9,78.584
0.8,158.76,78.288
0.8,156.45,73.887
0.792,151.58,77.756
0.848,161.57,75.985
0.832,163.47,76.928
0.848,157.56,75.885
0.84,153.02,81.178
0.76,162.06,79.565
0.808,157.92,78.097
0.712,159.92,86.058
0.752,167.56,84.495
0.872,165.94,82.442
0.8,162.87,79.205
0.784,155.09,77.2
0.832,151.12,76.287
0.656,131.53,68.061
0.648,130.93,67.67
0.656,130.83,66.691
0.64,129.42,69.238
0.648,131.58,67.28
0.64,131.29,69.811
0.656,132.33,68.808
0.64,133.44,68.363
0.656,132.52,67.123
0.648,133.43,68.056
0.656,132.2,67.322
0.64,131.1,69.155
0.648,132.94,68.408
0.648,132.74,68.056
0.648,131.31,67.384
0.648,130.64,68.835
0.648,132.85,69.94
0.696,131.95,66.426
0.72,130.95,65.486
0.688,129.47,66.814
0.728,130.61,66.621
0.696,129.58,65.251
0.672,128.02,66.345
0.68,130.58,66.458
0.648,130.95,67.691
0.656,130.85,66.711
0.64,129.44,69.258
0.648,131.59,67.3
0.64,131.29,69.83
0.656,132.35,68.818
0.64,133.44,68.362
0.656,132.54,67.155
0.656,132.22,67.353
0.64,131.12,69.153
0.648,132.97,68.418
0.648,132.76,68.076
0.648,131.31,67.382
0.648,130.66,68.854
0.648,132.85,69.939
0.648,129.8,68.518
0.664,134.81,68.028
0.656,133.69,69.746
0.664,136.64,68.962
0.656,135.96,69.06
0.656,135.37,67.988
0.648,133.27,70.039
0.656,134.83,69.401
0.648,135.66,69.489
0.656,135.29,68.418
0.664,134.29,69.841
0.656,135.68,69.053
0.664,135.16,67.744
0.64,134.61,69.498
0.68,135.78,69.063
0.656,134.86,69.15
0.664,134.52,68.272
0.664,134.05,70.281
0.664,135.97,69.258
0.664,134.81,69.111
0.672,134.62,68.071
0.664,134.95,68.663
0.672,134.08,68.071
0.672,132.87,69.786
0.664,133.92,68.962
0.656,135.07,69.104
0.656,134.33,68.222
0.648,136.15,69.541
0.656,134.74,68.815
0.648,134.26,69.742
0.568,115.22,56.981
0.576,115.16,56.746
0.576,113.28,54.735
0.568,110.5,56.985
0.576,115.23,56.749
0.576,113.95,56.167
0.576,112.62,53.754
0.568,110.23,56.59
0.576,114.55,56.546
0.576,113.64,55.914
0.576,112.68,54.088
0.568,109.78,56.737
0.576,110.73,56.844
0.576,113.74,55.704
0.584,114.25,55.659
0.592,112.52,53.48
0.576,110.14,56.205
0.584,114.73,55.949
0.592,114.13,55.483
0.584,112.29,53.165
0.584,109.75,55.967
0.584,114.49,56.313
0.584,114.07,55.967
0.576,115.05,55.659
0.584,112.39,54.359
0.568,112.88,56.537
0.576,115.29,56.876
0.584,114.54,54.642
0.568,112.11,58.206
0.584,113.86,56.212
0.576,115.69,56.997
0.576,114.84,54.642
0.576,112.36,58.116
0.576,114.44,56.209
0.52,115.8,56.589
0.512,115.77,59.271
0.52,119.59,59.715
0.52,119.03,56.772
0.512,114.66,61.908
0.52,118.54,59.124
0.52,120.11,59.87
0.432,119.62,63.283
0.528,114.76,57.957
0.52,116.33,58.791
0.52,117.86,56.971
0.52,115.12,59.582
0.512,113.99,58.782
0.528,120.2,59.142
0.52,116.95,56.984
0.512,115.43,61.717
0.52,118.06,58.991
0.52,120.88,59.271
0.528,116.78,58.214
0.52,115.14,55.962
0.512,114.69,59.231
0.512,118.46,59.413
0.52,119.18,58.787
0.52,118.2,57.175
0.512,115.17,60.993
0.52,118.68,59.071
0.52,120.31,59.466
0.52,118.93,56.772
0.512,115.45,62.14
0.52,120.12,59.466
0.52,119.9,59.316
0.52,118.5,56.719
0.52,115.41,62.023
0.512,119.35,59.218
0.56,105.86,52.345
0.552,105.53,55.174
0.56,109.93,54.099
0.56,108.24,52.972
0.56,106.35,52.483
0.56,106.04,52.976
0.552,108.37,54.384
0.56,110.35,54.099
0.56,107.82,53.464
0.56,107.26,52.935
0.552,106.85,56.782
0.56,110.95,54.486
0.552,107.51,55.711
0.568,111.9,54.848
0.56,110.88,54.193
0.56,108.93,53.753
0.56,108.53,53.505
0.56,107.95,56.2
0.56,112.05,54.873
0.56,110.34,53.941
0.568,108.44,52.631
0.56,108.4,57.046
0.56,111.64,54.637
0.568,111.13,53.961
0.552,107.9,56.305
0.56,112.3,55.031
0.552,111.78,55.414
0.552,110.25,57.221
0.552,113.38,56.139
0.56,112.67,55.276
0.552,111.21,54.82
0.56,111.4,54.555
0.552,111.14,55.772
